edibility,stalk-color,cap-color,spore-color,cap-shape,stalk-shape,gill-size,odor
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,missing,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,white,brown,knobbed,missing,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,white,brown,brown,knobbed,bulbous,narrow,musty
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,white,brown,knobbed,missing,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,missing,broad,none
poison,brown,brown,brown,knobbed,bulbous,broad,foul
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,white,white,brown,knobbed,missing,narrow,musty
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,missing,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,missing,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,missing,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,white,brown,knobbed,missing,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,missing,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,white,brown,brown,knobbed,bulbous,narrow,musty
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,white,brown,brown,knobbed,missing,narrow,musty
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,white,brown,knobbed,missing,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,missing,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,white,brown,knobbed,missing,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,missing,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
poison,white,white,brown,knobbed,missing,narrow,musty
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,white,brown,knobbed,missing,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,white,white,brown,knobbed,missing,narrow,musty
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,white,brown,knobbed,missing,broad,none
edible,white,brown,brown,knobbed,missing,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,brown,brown,brown,knobbed,bulbous,broad,foul
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,missing,broad,none
poison,white,white,brown,knobbed,missing,narrow,musty
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
poison,white,white,brown,knobbed,missing,narrow,musty
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,white,brown,brown,knobbed,bulbous,narrow,musty
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
poison,brown,brown,brown,knobbed,bulbous,broad,foul
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,missing,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,white,brown,brown,knobbed,missing,narrow,musty
edible,white,brown,brown,knobbed,missing,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,white,brown,brown,knobbed,bulbous,narrow,musty
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,white,brown,knobbed,missing,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,white,white,brown,knobbed,missing,narrow,musty
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,white,brown,knobbed,missing,broad,none
edible,white,brown,brown,knobbed,missing,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,white,white,brown,knobbed,bulbous,narrow,musty
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,white,brown,knobbed,missing,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,brown,brown,brown,knobbed,bulbous,broad,foul
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,brown,brown,brown,knobbed,bulbous,broad,foul
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,brown,brown,brown,knobbed,bulbous,broad,foul
poison,white,brown,brown,knobbed,bulbous,narrow,musty
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,white,white,brown,knobbed,bulbous,narrow,musty
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,brown,brown,brown,knobbed,bulbous,broad,foul
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,brown,brown,brown,knobbed,bulbous,broad,foul
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,brown,brown,brown,knobbed,bulbous,broad,foul
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
poison,brown,brown,brown,knobbed,bulbous,broad,foul
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
poison,white,brown,brown,knobbed,bulbous,narrow,musty
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,missing,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,white,brown,knobbed,missing,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,white,brown,brown,knobbed,bulbous,narrow,musty
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,missing,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
poison,brown,brown,brown,knobbed,bulbous,broad,foul
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,white,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
edible,brown,brown,brown,knobbed,bulbous,broad,none
